Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2446,CA-2020-102445,04/22/2019,04/27/2019,Standard Class,CG-10066,Customer 66,Corporate,United States,Michigan City,Michigan,44762,Central,FUR-CHA-12445,Furniture,Chairs,Chairs Model 913,877.54,3,0.0,26.08
2447,CA-2021-102446,06/23/2019,06/26/2019,Second Class,CG-10067,Customer 67,Corporate,United States,Alabama City,Alabama,74589,South,TEC-MAC-12446,Technology,Machines,Machines Model 540,246.99,4,0.5,-29.58
2448,CA-2022-102447,12/05/2020,12/06/2020,Second Class,CG-10068,Customer 68,Consumer,United States,Arizona City,Arizona,25361,West,OFF-BIN-12447,Office Supplies,Binders,Binders Model 387,24.52,2,0.0,5.72
2449,CA-2019-102448,10/14/2020,10/19/2020,Standard Class,CG-10069,Customer 69,Home Office,United States,Mississippi City,Mississippi,53173,South,OFF-SUP-12448,Office Supplies,Supplies,Supplies Model 225,123.93,6,0.0,32.02
2450,CA-2020-102449,09/06/2020,09/10/2020,First Class,CG-10070,Customer 70,Corporate,United States,Virginia City,Virginia,62848,East,FUR-BOO-12449,Furniture,Bookcases,Bookcases Model 459,701.53,4,0.5,-212.23
2451,CA-2021-102450,04/07/2022,04/09/2022,Standard Class,CG-10071,Customer 71,Home Office,United States,Tennessee City,Tennessee,15167,South,OFF-STO-12450,Office Supplies,Storage,Storage Model 835,23.51,2,0.5,-1.96
2452,CA-2022-102451,11/13/2019,11/16/2019,Second Class,CG-10072,Customer 72,Home Office,United States,Georgia City,Georgia,69887,East,OFF-LAB-12451,Office Supplies,Labels,Labels Model 461,32.03,2,0.1,2.83
2453,CA-2019-102452,10/06/2020,10/09/2020,Same Day,CG-10073,Customer 73,Consumer,United States,Kentucky City,Kentucky,75776,South,FUR-FUR-12452,Furniture,Furnishings,Furnishings Model 690,144.71,3,0.0,12.73
2454,CA-2020-102453,04/08/2019,04/15/2019,First Class,CG-10074,Customer 74,Home Office,United States,Ohio City,Ohio,28839,East,TEC-PHO-12453,Technology,Phones,Phones Model 474,836.64,4,0.8,-306.38
2455,CA-2021-102454,05/25/2021,05/27/2021,Standard Class,CG-10075,Customer 75,Home Office,United States,Arizona City,Arizona,30614,West,OFF-LAB-12454,Office Supplies,Labels,Labels Model 427,56.73,5,0.8,-18.12
2456,CA-2022-102455,02/06/2022,02/07/2022,Standard Class,CG-10076,Customer 76,Consumer,United States,Wisconsin City,Wisconsin,89686,Central,FUR-TAB-12455,Furniture,Tables,Tables Model 585,1786.83,3,0.1,80.51
2457,CA-2019-102456,04/15/2022,04/16/2022,Standard Class,CG-10077,Customer 77,Corporate,United States,Arizona City,Arizona,57659,West,OFF-BIN-12456,Office Supplies,Binders,Binders Model 682,458.01,8,0.4,-3.63
2458,CA-2020-102457,09/10/2020,09/12/2020,Second Class,CG-10078,Customer 78,Consumer,United States,Georgia City,Georgia,59541,East,TEC-COP-12457,Technology,Copiers,Copiers Model 163,6143.51,4,0.2,47.27
2459,CA-2021-102458,04/29/2019,05/02/2019,Same Day,CG-10079,Customer 79,Corporate,United States,Florida City,Florida,68641,East,OFF-ENV-12458,Office Supplies,Envelopes,Envelopes Model 697,202.07,5,0.8,-64.23
2460,CA-2022-102459,03/30/2019,04/03/2019,Standard Class,CG-10080,Customer 80,Consumer,United States,Florida City,Florida,88496,East,FUR-CHA-12459,Furniture,Chairs,Chairs Model 267,200.04,2,0.4,-39.64
2461,CA-2019-102460,07/01/2022,07/03/2022,Standard Class,CG-10081,Customer 81,Consumer,United States,Ohio City,Ohio,13664,East,FUR-FUR-12460,Furniture,Furnishings,Furnishings Model 665,765.3,3,0.1,57.12
2462,CA-2020-102461,04/08/2021,04/14/2021,Standard Class,CG-10082,Customer 82,Consumer,United States,Indiana City,Indiana,93525,Central,TEC-PHO-12461,Technology,Phones,Phones Model 649,2100.79,7,0.8,-879.22
2463,CA-2021-102462,06/14/2020,06/20/2020,Second Class,CG-10083,Customer 83,Corporate,United States,Missouri City,Missouri,22501,Central,TEC-MAC-12462,Technology,Machines,Machines Model 811,122.33,1,0.0,22.2
2464,CA-2022-102463,11/15/2021,11/21/2021,Standard Class,CG-10084,Customer 84,Home Office,United States,Virginia City,Virginia,86969,East,OFF-STO-12463,Office Supplies,Storage,Storage Model 445,170.92,5,0.0,37.23
2465,CA-2019-102464,04/01/2019,04/08/2019,Second Class,CG-10085,Customer 85,Consumer,United States,Colorado City,Colorado,64278,West,TEC-ACC-12464,Technology,Accessories,Accessories Model 187,1915.42,6,0.0,339.29
2466,CA-2020-102465,12/08/2019,12/09/2019,Second Class,CG-10086,Customer 86,Consumer,United States,Oregon City,Oregon,80982,West,FUR-CHA-12465,Furniture,Chairs,Chairs Model 573,589.48,4,0.0,45.41
2467,CA-2021-102466,07/21/2020,07/23/2020,Standard Class,CG-10087,Customer 87,Consumer,United States,California City,California,81449,West,OFF-LAB-12466,Office Supplies,Labels,Labels Model 975,109.83,2,0.3,0.26
2468,CA-2022-102467,01/01/2021,01/02/2021,Second Class,CG-10088,Customer 88,Consumer,United States,Virginia City,Virginia,47817,East,OFF-PAP-12467,Office Supplies,Paper,Paper Model 699,503.5,8,0.2,4.96
2469,CA-2019-102468,10/12/2019,10/13/2019,Standard Class,CG-10089,Customer 89,Corporate,United States,Ohio City,Ohio,29804,East,FUR-BOO-12468,Furniture,Bookcases,Bookcases Model 610,997.64,4,0.0,77.35
2470,CA-2020-102469,08/09/2021,08/11/2021,Standard Class,CG-10090,Customer 90,Consumer,United States,Florida City,Florida,66109,East,TEC-PHO-12469,Technology,Phones,Phones Model 153,3025.38,5,0.15,19.69
2471,CA-2021-102470,11/17/2021,11/21/2021,Standard Class,CG-10091,Customer 91,Consumer,United States,Virginia City,Virginia,51968,East,FUR-BOO-12470,Furniture,Bookcases,Bookcases Model 317,245.81,3,0.2,-16.45
2472,CA-2022-102471,04/15/2020,04/21/2020,Second Class,CG-10092,Customer 92,Corporate,United States,Kentucky City,Kentucky,86993,South,TEC-COP-12471,Technology,Copiers,Copiers Model 829,47.5,1,0.4,-1.44
2473,CA-2019-102472,02/13/2022,02/14/2022,Standard Class,CG-10093,Customer 93,Corporate,United States,Oklahoma City,Oklahoma,53720,South,OFF-PAP-12472,Office Supplies,Paper,Paper Model 850,65.41,1,0.2,5.11
2474,CA-2020-102473,08/07/2019,08/14/2019,Standard Class,CG-10094,Customer 94,Home Office,United States,Louisiana City,Louisiana,35943,South,OFF-STO-12473,Office Supplies,Storage,Storage Model 795,104.93,8,0.0,23.26
2475,CA-2021-102474,11/15/2019,11/16/2019,Standard Class,CG-10095,Customer 95,Corporate,United States,Texas City,Texas,42914,Central,OFF-ART-12474,Office Supplies,Art,Art Model 502,215.92,6,0.2,14.68
2476,CA-2022-102475,11/15/2019,11/17/2019,Standard Class,CG-10096,Customer 96,Consumer,United States,Missouri City,Missouri,47161,Central,FUR-TAB-12475,Furniture,Tables,Tables Model 120,859.74,2,0.0,46.52
2477,CA-2019-102476,03/02/2021,03/04/2021,Standard Class,CG-10097,Customer 97,Home Office,United States,Arizona City,Arizona,80565,West,OFF-STO-12476,Office Supplies,Storage,Storage Model 534,34.63,3,0.0,11.04
2478,CA-2020-102477,03/17/2022,03/24/2022,Second Class,CG-10098,Customer 98,Consumer,United States,Ohio City,Ohio,81818,East,TEC-PHO-12477,Technology,Phones,Phones Model 330,5311.16,3,0.0,1028.95
2479,CA-2021-102478,06/21/2020,06/28/2020,First Class,CG-10099,Customer 99,Consumer,United States,Pennsylvania City,Pennsylvania,15786,East,OFF-ART-12478,Office Supplies,Art,Art Model 791,220.78,3,0.3,20.14
2480,CA-2022-102479,11/19/2021,11/21/2021,Standard Class,CG-10100,Customer 100,Corporate,United States,Oklahoma City,Oklahoma,21422,South,OFF-ENV-12479,Office Supplies,Envelopes,Envelopes Model 800,79.14,3,0.0,19.35
2481,CA-2019-102480,10/10/2022,10/14/2022,First Class,CG-10101,Customer 101,Home Office,United States,Nevada City,Nevada,70922,West,FUR-CHA-12480,Furniture,Chairs,Chairs Model 585,311.55,3,0.7,-129.61
2482,CA-2020-102481,06/22/2019,06/26/2019,Standard Class,CG-10102,Customer 102,Corporate,United States,Wisconsin City,Wisconsin,68763,Central,OFF-BIN-12481,Office Supplies,Binders,Binders Model 953,38.65,2,0.4,-3.02
2483,CA-2021-102482,05/19/2019,05/21/2019,Standard Class,CG-10103,Customer 103,Consumer,United States,North Carolina City,North Carolina,27807,East,TEC-ACC-12482,Technology,Accessories,Accessories Model 212,89.25,2,0.1,9.47
2484,CA-2022-102483,01/13/2022,01/15/2022,Standard Class,CG-10104,Customer 104,Home Office,United States,Tennessee City,Tennessee,89821,South,TEC-COP-12483,Technology,Copiers,Copiers Model 251,675.43,4,0.0,101.27
2485,CA-2019-102484,09/14/2022,09/15/2022,First Class,CG-10105,Customer 105,Corporate,United States,Indiana City,Indiana,46088,Central,TEC-MAC-12484,Technology,Machines,Machines Model 481,103.06,1,0.2,-0.63
2486,CA-2020-102485,03/12/2021,03/19/2021,Standard Class,CG-10106,Customer 106,Corporate,United States,North Carolina City,North Carolina,12003,East,FUR-FUR-12485,Furniture,Furnishings,Furnishings Model 107,469.8,3,0.8,-218.99
2487,CA-2021-102486,06/02/2021,06/06/2021,Standard Class,CG-10107,Customer 107,Corporate,United States,New York City,New York,93752,East,FUR-FUR-12486,Furniture,Furnishings,Furnishings Model 150,516.57,3,0.0,57.33
2488,CA-2022-102487,02/10/2019,02/11/2019,Second Class,CG-10108,Customer 108,Consumer,United States,Arkansas City,Arkansas,69580,South,OFF-BIN-12487,Office Supplies,Binders,Binders Model 260,80.37,1,0.3,-2.36
2489,CA-2019-102488,01/03/2020,01/10/2020,Standard Class,CG-10109,Customer 109,Corporate,United States,Florida City,Florida,42122,East,OFF-ENV-12488,Office Supplies,Envelopes,Envelopes Model 317,18.87,1,0.3,1.11
2490,CA-2020-102489,02/07/2022,02/14/2022,Standard Class,CG-10110,Customer 110,Consumer,United States,Ohio City,Ohio,76004,East,FUR-BOO-12489,Furniture,Bookcases,Bookcases Model 420,488.93,4,0.0,60.68
2491,CA-2021-102490,11/05/2021,11/08/2021,Standard Class,CG-10111,Customer 111,Home Office,United States,Texas City,Texas,95041,Central,OFF-ART-12490,Office Supplies,Art,Art Model 990,11.57,2,0.4,-0.31
2492,CA-2022-102491,08/05/2022,08/06/2022,First Class,CG-10112,Customer 112,Corporate,United States,North Carolina City,North Carolina,88648,East,FUR-TAB-12491,Furniture,Tables,Tables Model 321,909.53,3,0.3,-33.78
2493,CA-2019-102492,05/05/2019,05/07/2019,Standard Class,CG-10113,Customer 113,Consumer,United States,Utah City,Utah,47624,West,OFF-LAB-12492,Office Supplies,Labels,Labels Model 725,43.93,5,0.3,3.32
2494,CA-2020-102493,06/01/2021,06/03/2021,Standard Class,CG-10114,Customer 114,Consumer,United States,Utah City,Utah,77899,West,OFF-PAP-12493,Office Supplies,Paper,Paper Model 834,15.91,3,0.6,-3.17
2495,CA-2021-102494,06/24/2020,06/28/2020,Standard Class,CG-10115,Customer 115,Corporate,United States,Mississippi City,Mississippi,62861,South,OFF-PAP-12494,Office Supplies,Paper,Paper Model 270,39.83,3,0.8,-10.92
2496,CA-2022-102495,02/29/2020,03/02/2020,Second Class,CG-10116,Customer 116,Corporate,United States,Missouri City,Missouri,73807,Central,OFF-PAP-12495,Office Supplies,Paper,Paper Model 990,836.13,8,0.5,-60.79
2497,CA-2019-102496,05/15/2020,05/18/2020,First Class,CG-10117,Customer 117,Consumer,United States,Ohio City,Ohio,55386,East,OFF-ART-12496,Office Supplies,Art,Art Model 672,206.5,3,0.7,-46.5
2498,CA-2020-102497,12/19/2020,12/22/2020,Standard Class,CG-10118,Customer 118,Consumer,United States,North Carolina City,North Carolina,14886,East,FUR-BOO-12497,Furniture,Bookcases,Bookcases Model 799,1348.9,6,0.1,109.11
2499,CA-2021-102498,07/14/2022,07/17/2022,Second Class,CG-10119,Customer 119,Corporate,United States,Alabama City,Alabama,58469,South,OFF-SUP-12498,Office Supplies,Supplies,Supplies Model 525,68.39,3,0.0,14.7
2500,CA-2022-102499,02/03/2022,02/09/2022,Standard Class,CG-10120,Customer 120,Consumer,United States,Nevada City,Nevada,28767,West,TEC-PHO-12499,Technology,Phones,Phones Model 310,458.89,3,0.0,67.66
2501,CA-2019-102500,02/13/2019,02/16/2019,Standard Class,CG-10121,Customer 121,Consumer,United States,Virginia City,Virginia,33620,East,OFF-PAP-12500,Office Supplies,Paper,Paper Model 751,133.76,1,0.0,22.63
2502,CA-2020-102501,06/07/2020,06/09/2020,Standard Class,CG-10122,Customer 122,Corporate,United States,Minnesota City,Minnesota,18897,Central,FUR-FUR-12501,Furniture,Furnishings,Furnishings Model 933,57.64,1,0.8,-24.63
2503,CA-2021-102502,07/01/2020,07/03/2020,Standard Class,CG-10123,Customer 123,Home Office,United States,Arizona City,Arizona,71568,West,FUR-FUR-12502,Furniture,Furnishings,Furnishings Model 618,456.51,3,0.6,-153.76
2504,CA-2022-102503,11/20/2021,11/27/2021,Second Class,CG-10124,Customer 124,Corporate,United States,Michigan City,Michigan,91137,Central,FUR-TAB-12503,Furniture,Tables,Tables Model 452,611.15,4,0.2,-55.02
2505,CA-2019-102504,03/17/2020,03/23/2020,Standard Class,CG-10125,Customer 125,Consumer,United States,Florida City,Florida,75461,East,OFF-PAP-12504,Office Supplies,Paper,Paper Model 729,710.51,5,0.1,109.48
2506,CA-2020-102505,06/24/2022,07/01/2022,Second Class,CG-10126,Customer 126,Consumer,United States,Minnesota City,Minnesota,15557,Central,FUR-TAB-12505,Furniture,Tables,Tables Model 411,210.08,1,0.4,-34.74
2507,CA-2021-102506,07/31/2021,08/03/2021,Standard Class,CG-10127,Customer 127,Consumer,United States,Georgia City,Georgia,22324,East,OFF-ART-12506,Office Supplies,Art,Art Model 921,132.06,3,0.7,-27.33
2508,CA-2022-102507,07/20/2021,07/21/2021,Standard Class,CG-10128,Customer 128,Consumer,United States,Texas City,Texas,99123,Central,FUR-CHA-12507,Furniture,Chairs,Chairs Model 849,774.7,2,0.4,-171.72
2509,CA-2019-102508,01/16/2021,01/19/2021,Second Class,CG-10129,Customer 129,Consumer,United States,Utah City,Utah,23106,West,TEC-PHO-12508,Technology,Phones,Phones Model 468,484.85,3,0.8,-166.92
2510,CA-2020-102509,06/27/2021,06/29/2021,First Class,CG-10130,Customer 130,Consumer,United States,Colorado City,Colorado,31829,West,TEC-ACC-12509,Technology,Accessories,Accessories Model 627,295.39,4,0.0,41.06
2511,CA-2021-102510,12/24/2022,12/31/2022,First Class,CG-10131,Customer 131,Home Office,United States,North Carolina City,North Carolina,64646,East,OFF-FAS-12510,Office Supplies,Fasteners,Fasteners Model 953,77.51,7,0.3,-0.87
2512,CA-2022-102511,09/13/2021,09/17/2021,Standard Class,CG-10132,Customer 132,Consumer,United States,Georgia City,Georgia,16817,East,TEC-MAC-12511,Technology,Machines,Machines Model 724,6729.65,9,0.1,724.64
2513,CA-2019-102512,04/02/2020,04/05/2020,Standard Class,CG-10133,Customer 133,Consumer,United States,Colorado City,Colorado,62990,West,FUR-TAB-12512,Furniture,Tables,Tables Model 287,1004.63,7,0.0,45.74
2514,CA-2020-102513,04/29/2020,05/03/2020,Second Class,CG-10134,Customer 134,Consumer,United States,Utah City,Utah,58829,West,TEC-PHO-12513,Technology,Phones,Phones Model 540,965.96,4,0.2,68.67
2515,CA-2021-102514,01/25/2021,02/01/2021,Standard Class,CG-10135,Customer 135,Consumer,United States,Tennessee City,Tennessee,50334,South,OFF-LAB-12514,Office Supplies,Labels,Labels Model 117,201.9,4,0.0,50.54
2516,CA-2022-102515,01/06/2021,01/11/2021,Standard Class,CG-10136,Customer 136,Consumer,United States,Texas City,Texas,68498,Central,TEC-COP-12515,Technology,Copiers,Copiers Model 129,699.92,5,0.3,-28.75
2517,CA-2019-102516,02/20/2019,02/26/2019,Standard Class,CG-10137,Customer 137,Corporate,United States,Indiana City,Indiana,25032,Central,OFF-PAP-12516,Office Supplies,Paper,Paper Model 833,847.05,5,0.15,210.04
2518,CA-2020-102517,08/06/2020,08/11/2020,Second Class,CG-10138,Customer 138,Corporate,United States,Ohio City,Ohio,11636,East,OFF-PAP-12517,Office Supplies,Paper,Paper Model 730,166.25,2,0.7,-35.91
2519,CA-2021-102518,07/27/2019,08/03/2019,Second Class,CG-10139,Customer 139,Consumer,United States,Missouri City,Missouri,38590,Central,TEC-ACC-12518,Technology,Accessories,Accessories Model 266,1249.06,4,0.4,-98.52
2520,CA-2022-102519,12/15/2020,12/20/2020,Standard Class,CG-10140,Customer 140,Corporate,United States,Washington City,Washington,22251,West,FUR-CHA-12519,Furniture,Chairs,Chairs Model 308,186.68,2,0.6,-59.09
2521,CA-2019-102520,07/20/2021,07/27/2021,Standard Class,CG-10141,Customer 141,Consumer,United States,Minnesota City,Minnesota,99806,Central,OFF-LAB-12520,Office Supplies,Labels,Labels Model 192,41.72,1,0.6,-6.28
2522,CA-2020-102521,03/13/2020,03/20/2020,Standard Class,CG-10142,Customer 142,Corporate,United States,Washington City,Washington,85058,West,TEC-ACC-12521,Technology,Accessories,Accessories Model 457,1352.19,5,0.8,-448.79
2523,CA-2021-102522,10/08/2019,10/09/2019,Standard Class,CG-10143,Customer 143,Consumer,United States,Texas City,Texas,33013,Central,OFF-ENV-12522,Office Supplies,Envelopes,Envelopes Model 609,90.25,3,0.15,9.12
2524,CA-2022-102523,01/28/2020,01/30/2020,Second Class,CG-10144,Customer 144,Corporate,United States,Arizona City,Arizona,53184,West,TEC-MAC-12523,Technology,Machines,Machines Model 610,452.92,4,0.2,29.81
2525,CA-2019-102524,08/30/2022,09/01/2022,Standard Class,CG-10145,Customer 145,Consumer,United States,California City,California,90625,West,OFF-PAP-12524,Office Supplies,Paper,Paper Model 251,45.61,1,0.1,4.41
2526,CA-2020-102525,01/30/2019,01/31/2019,Standard Class,CG-10146,Customer 146,Consumer,United States,Alabama City,Alabama,23064,South,OFF-SUP-12525,Office Supplies,Supplies,Supplies Model 336,50.86,1,0.3,3.59
2527,CA-2021-102526,01/12/2019,01/15/2019,Standard Class,CG-10147,Customer 147,Corporate,United States,Minnesota City,Minnesota,74617,Central,FUR-CHA-12526,Furniture,Chairs,Chairs Model 865,688.17,5,0.0,56.36
2528,CA-2022-102527,07/22/2019,07/25/2019,Same Day,CG-10148,Customer 148,Consumer,United States,Minnesota City,Minnesota,27427,Central,FUR-TAB-12527,Furniture,Tables,Tables Model 539,420.25,3,0.15,31.11
2529,CA-2019-102528,03/21/2020,03/27/2020,First Class,CG-10149,Customer 149,Corporate,United States,North Carolina City,North Carolina,44311,East,OFF-BIN-12528,Office Supplies,Binders,Binders Model 891,63.35,4,0.0,12.94
2530,CA-2020-102529,12/03/2021,12/10/2021,Second Class,CG-10150,Customer 150,Consumer,United States,Kentucky City,Kentucky,83406,South,TEC-PHO-12529,Technology,Phones,Phones Model 293,1184.43,10,0.1,95.17
2531,CA-2021-102530,12/24/2019,12/31/2019,Same Day,CG-10151,Customer 151,Consumer,United States,Utah City,Utah,94801,West,TEC-PHO-12530,Technology,Phones,Phones Model 666,571.0,5,0.2,41.87
2532,CA-2022-102531,01/04/2022,01/07/2022,Standard Class,CG-10152,Customer 152,Consumer,United States,New York City,New York,53831,East,OFF-LAB-12531,Office Supplies,Labels,Labels Model 482,130.77,3,0.8,-46.08
2533,CA-2019-102532,12/24/2022,12/25/2022,First Class,CG-10153,Customer 153,Consumer,United States,Ohio City,Ohio,21709,East,OFF-STO-12532,Office Supplies,Storage,Storage Model 403,84.22,3,0.4,-1.49
2534,CA-2020-102533,01/25/2019,01/29/2019,Second Class,CG-10154,Customer 154,Corporate,United States,Kentucky City,Kentucky,84608,South,TEC-COP-12533,Technology,Copiers,Copiers Model 230,932.72,5,0.0,167.98
2535,CA-2021-102534,06/14/2020,06/20/2020,Standard Class,CG-10155,Customer 155,Home Office,United States,Arkansas City,Arkansas,66618,South,TEC-MAC-12534,Technology,Machines,Machines Model 410,135.1,1,0.3,-6.3
2536,CA-2022-102535,03/04/2022,03/05/2022,Standard Class,CG-10156,Customer 156,Consumer,United States,Michigan City,Michigan,63760,Central,OFF-FAS-12535,Office Supplies,Fasteners,Fasteners Model 434,53.31,4,0.6,-10.79
2537,CA-2019-102536,08/10/2022,08/11/2022,Standard Class,CG-10157,Customer 157,Home Office,United States,Missouri City,Missouri,74310,Central,OFF-STO-12536,Office Supplies,Storage,Storage Model 656,20.53,2,0.0,3.36
2538,CA-2020-102537,02/13/2019,02/16/2019,Standard Class,CG-10158,Customer 158,Consumer,United States,Louisiana City,Louisiana,39989,South,FUR-TAB-12537,Furniture,Tables,Tables Model 799,1011.06,2,0.2,-72.54
2539,CA-2021-102538,06/09/2021,06/12/2021,Standard Class,CG-10159,Customer 159,Consumer,United States,Oregon City,Oregon,11732,West,OFF-BIN-12538,Office Supplies,Binders,Binders Model 600,114.53,3,0.0,28.81
2540,CA-2022-102539,07/01/2022,07/05/2022,Same Day,CG-10160,Customer 160,Consumer,United States,Virginia City,Virginia,22219,East,FUR-BOO-12539,Furniture,Bookcases,Bookcases Model 826,54.12,1,0.15,0.52
2541,CA-2019-102540,11/27/2022,11/28/2022,Same Day,CG-10161,Customer 161,Consumer,United States,California City,California,98634,West,OFF-LAB-12540,Office Supplies,Labels,Labels Model 893,161.34,5,0.8,-48.66
2542,CA-2020-102541,02/10/2020,02/15/2020,First Class,CG-10162,Customer 162,Consumer,United States,Utah City,Utah,37013,West,TEC-COP-12541,Technology,Copiers,Copiers Model 646,392.58,3,0.7,-105.51
2543,CA-2021-102542,05/15/2022,05/18/2022,Second Class,CG-10163,Customer 163,Consumer,United States,Pennsylvania City,Pennsylvania,57341,East,OFF-STO-12542,Office Supplies,Storage,Storage Model 778,54.35,2,0.4,0.47
2544,CA-2022-102543,01/09/2019,01/16/2019,First Class,CG-10164,Customer 164,Corporate,United States,Colorado City,Colorado,12519,West,OFF-ART-12543,Office Supplies,Art,Art Model 289,193.56,7,0.5,-1.72
2545,CA-2019-102544,11/18/2022,11/23/2022,First Class,CG-10165,Customer 165,Corporate,United States,Oregon City,Oregon,88382,West,OFF-ART-12544,Office Supplies,Art,Art Model 891,63.56,1,0.0,13.45
2546,CA-2020-102545,10/15/2022,10/18/2022,Standard Class,CG-10166,Customer 166,Consumer,United States,Colorado City,Colorado,18549,West,OFF-STO-12545,Office Supplies,Storage,Storage Model 493,254.46,7,0.2,24.31
2547,CA-2021-102546,08/22/2019,08/27/2019,Standard Class,CG-10167,Customer 167,Consumer,United States,Virginia City,Virginia,74061,East,OFF-STO-12546,Office Supplies,Storage,Storage Model 558,184.29,8,0.0,40.23
2548,CA-2022-102547,08/06/2020,08/09/2020,Standard Class,CG-10168,Customer 168,Consumer,United States,Colorado City,Colorado,51543,West,OFF-ENV-12547,Office Supplies,Envelopes,Envelopes Model 811,65.37,2,0.6,-0.81
2549,CA-2019-102548,11/02/2020,11/08/2020,Standard Class,CG-10169,Customer 169,Consumer,United States,Wisconsin City,Wisconsin,62753,Central,FUR-BOO-12548,Furniture,Bookcases,Bookcases Model 162,351.07,3,0.1,14.73
2550,CA-2020-102549,05/22/2021,05/25/2021,Second Class,CG-10170,Customer 170,Home Office,United States,Georgia City,Georgia,93199,East,FUR-CHA-12549,Furniture,Chairs,Chairs Model 978,667.45,2,0.7,-254.45
2551,CA-2021-102550,07/22/2022,07/27/2022,Standard Class,CG-10171,Customer 171,Corporate,United States,North Carolina City,North Carolina,28674,East,FUR-BOO-12550,Furniture,Bookcases,Bookcases Model 922,301.18,3,0.2,-18.12
2552,CA-2022-102551,07/24/2019,07/29/2019,Second Class,CG-10172,Customer 172,Home Office,United States,Wisconsin City,Wisconsin,48910,Central,TEC-MAC-12551,Technology,Machines,Machines Model 414,2166.86,4,0.0,437.1
2553,CA-2019-102552,02/24/2021,02/25/2021,Standard Class,CG-10173,Customer 173,Corporate,United States,Texas City,Texas,72113,Central,OFF-BIN-12552,Office Supplies,Binders,Binders Model 172,145.61,2,0.15,17.0
2554,CA-2020-102553,06/16/2021,06/19/2021,Standard Class,CG-10174,Customer 174,Corporate,United States,Oregon City,Oregon,72086,West,OFF-BIN-12553,Office Supplies,Binders,Binders Model 537,167.85,2,0.0,26.68
2555,CA-2021-102554,08/23/2019,08/26/2019,Standard Class,CG-10175,Customer 175,Consumer,United States,Colorado City,Colorado,80314,West,TEC-ACC-12554,Technology,Accessories,Accessories Model 909,74.63,1,0.7,-20.73
2556,CA-2022-102555,09/23/2020,09/24/2020,Standard Class,CG-10176,Customer 176,Corporate,United States,Virginia City,Virginia,24156,East,FUR-FUR-12555,Furniture,Furnishings,Furnishings Model 131,2255.19,9,0.0,186.26
2557,CA-2019-102556,12/30/2021,01/06/2022,Second Class,CG-10177,Customer 177,Corporate,United States,Colorado City,Colorado,38483,West,OFF-ENV-12556,Office Supplies,Envelopes,Envelopes Model 515,22.51,1,0.5,-2.83
2558,CA-2020-102557,12/30/2022,01/01/2023,Standard Class,CG-10178,Customer 178,Corporate,United States,Oregon City,Oregon,37254,West,OFF-SUP-12557,Office Supplies,Supplies,Supplies Model 920,96.43,3,0.3,0.83
2559,CA-2021-102558,11/07/2022,11/11/2022,Same Day,CG-10179,Customer 179,Corporate,United States,Virginia City,Virginia,92017,East,TEC-ACC-12558,Technology,Accessories,Accessories Model 758,138.8,1,0.8,-35.08
2560,CA-2022-102559,08/06/2022,08/13/2022,First Class,CG-10180,Customer 180,Corporate,United States,Indiana City,Indiana,50583,Central,FUR-TAB-12559,Furniture,Tables,Tables Model 283,1182.57,6,0.0,125.63
2561,CA-2019-102560,06/19/2019,06/25/2019,Standard Class,CG-10181,Customer 181,Consumer,United States,Washington City,Washington,93689,West,FUR-FUR-12560,Furniture,Furnishings,Furnishings Model 880,130.04,2,0.0,10.05
2562,CA-2020-102561,05/19/2019,05/26/2019,Standard Class,CG-10182,Customer 182,Corporate,United States,Illinois City,Illinois,87828,Central,OFF-ENV-12561,Office Supplies,Envelopes,Envelopes Model 487,927.95,3,0.2,103.67
2563,CA-2021-102562,12/31/2019,01/01/2020,Standard Class,CG-10183,Customer 183,Consumer,United States,Ohio City,Ohio,21474,East,TEC-COP-12562,Technology,Copiers,Copiers Model 259,358.84,2,0.3,0.01
2564,CA-2022-102563,12/18/2019,12/19/2019,Standard Class,CG-10184,Customer 184,Consumer,United States,Louisiana City,Louisiana,34966,South,OFF-LAB-12563,Office Supplies,Labels,Labels Model 957,80.77,3,0.0,17.41
2565,CA-2019-102564,05/12/2019,05/14/2019,Standard Class,CG-10185,Customer 185,Consumer,United States,Indiana City,Indiana,95311,Central,OFF-SUP-12564,Office Supplies,Supplies,Supplies Model 600,76.34,2,0.0,11.69
2566,CA-2020-102565,07/17/2019,07/19/2019,Standard Class,CG-10186,Customer 186,Corporate,United States,Nevada City,Nevada,34129,West,TEC-COP-12565,Technology,Copiers,Copiers Model 857,1251.86,6,0.7,-327.82
2567,CA-2021-102566,06/15/2020,06/21/2020,Standard Class,CG-10187,Customer 187,Consumer,United States,Florida City,Florida,87156,East,OFF-SUP-12566,Office Supplies,Supplies,Supplies Model 956,90.53,3,0.0,22.07
2568,CA-2022-102567,09/20/2019,09/27/2019,Standard Class,CG-10188,Customer 188,Consumer,United States,Utah City,Utah,98978,West,OFF-SUP-12567,Office Supplies,Supplies,Supplies Model 146,329.04,2,0.3,6.38
